399.0	 1590	 1665	 1809	 2004	 2215	 2436	 2664	 2834	 2752	 2491	 2317	 2361	 2305	 2066	 1895	 1856	 1881	 1933	 1987	 2014	 1895	 1615	 1218	906.9	748.7	682.6	665.0	654.5	646.0	641.9	649.8	663.5	657.8	622.0	599.9	581.6	576.2	569.6	499.6	384.4	285.7	227.9	220.5	276.3	295.5	226.0	168.7	430.3	 1951	 3892	 3583
402.0	 1587	 1680	 1837	 2036	 2245	 2480	 2697	 2872	 2794	 2520	 2345	 2386	 2337	 2093	 1917	 1877	 1905	 1955	 2009	 2037	 1927	 1641	 1240	924.8	767.3	695.2	676.0	667.7	656.4	654.8	663.5	679.5	669.9	636.6	605.4	595.0	602.3	596.0	519.2	400.2	303.1	245.5	238.2	296.7	313.3	230.9	140.7	125.1	433.2	 1840	 3779
405.0	 1619	 1707	 1868	 2077	 2311	 2553	 2791	 2990	 2918	 2650	 2472	 2528	 2452	 2168	 1959	 1897	 1912	 1961	 2013	 2043	 1932	 1653	 1256	943.0	785.3	715.7	698.2	687.7	678.9	678.0	689.5	705.1	699.4	663.2	628.4	612.3	632.2	644.9	563.9	433.9	333.0	276.1	272.0	337.6	359.0	263.6	153.4	107.3	120.1	414.0	 1749
408.0	 1624	 1701	 1861	 2082	 2312	 2570	 2811	 3015	 2960	 2694	 2519	 2569	 2499	 2189	 1955	 1880	 1897	 1940	 1992	 2015	 1912	 1637	 1253	945.0	791.8	720.1	704.9	695.3	688.3	684.9	699.2	715.7	709.5	674.5	641.3	621.0	636.4	665.7	594.7	459.5	353.9	297.7	295.7	367.5	391.0	293.7	172.8	115.5	100.7	125.2	411.6
411.0	 1555	 1634	 1796	 2004	 2222	 2464	 2700	 2886	 2834	 2583	 2413	 2462	 2399	 2110	 1891	 1819	 1840	 1876	 1931	 1954	 1859	 1592	 1219	922.8	772.8	704.8	688.2	676.0	669.0	669.2	681.3	697.6	691.6	658.6	627.5	606.6	616.6	640.0	588.1	465.7	358.5	302.8	301.7	369.2	390.6	299.8	184.5	126.0	105.9	107.7	136.3
414.0	 1460	 1541	 1699	 1889	 2089	 2307	 2519	 2697	 2632	 2384	 2236	 2273	 2224	 1981	 1800	 1745	 1767	 1805	 1856	 1878	 1783	 1527	 1173	891.1	744.3	678.6	659.9	646.8	637.8	640.0	650.0	664.0	656.5	628.1	600.4	581.5	586.6	599.1	552.1	453.9	359.6	300.4	295.8	354.3	371.4	289.9	188.2	137.4	114.3	112.7	121.0
417.0	 1373	 1438	 1582	 1749	 1937	 2139	 2323	 2473	 2411	 2176	 2024	 2057	 2025	 1831	 1689	 1656	 1679	 1717	 1759	 1781	 1691	 1452	 1115	847.2	708.9	643.5	622.6	611.0	599.5	602.6	611.5	623.2	614.0	592.7	569.6	548.6	548.8	555.1	506.5	424.2	353.1	300.2	287.2	333.3	345.8	275.9	187.6	142.8	123.4	119.0	122.7
420.0	 1258	 1327	 1452	 1609	 1764	 1934	 2107	 2231	 2161	 1949	 1806	 1833	 1807	 1662	 1553	 1535	 1564	 1599	 1638	 1660	 1575	 1358	 1040	794.7	664.1	603.0	578.8	568.1	558.9	558.5	568.1	576.8	571.8	550.1	529.1	511.5	509.3	510.1	463.9	389.6	334.7	296.6	279.9	310.2	317.9	259.2	184.6	144.7	129.0	125.3	125.1
423.0	 1163	 1226	 1337	 1477	 1614	 1767	 1922	 2020	 1954	 1758	 1629	 1647	 1632	 1512	 1428	 1421	 1454	 1485	 1524	 1542	 1465	 1261	973.4	741.0	624.0	563.6	541.4	529.5	522.6	521.3	528.7	536.5	531.0	513.4	497.7	481.2	477.1	474.8	432.5	365.6	312.4	288.8	279.7	297.2	300.0	247.1	182.0	145.6	131.2	128.2	128.2
426.0	 1065	 1127	 1229	 1357	 1489	 1625	 1765	 1855	 1787	 1612	 1489	 1503	 1489	 1382	 1317	 1307	 1335	 1369	 1402	 1421	 1346	 1163	901.5	691.9	581.0	526.9	505.9	492.7	487.2	488.2	494.1	502.2	496.7	482.3	466.7	453.0	450.4	448.7	411.3	348.8	297.3	274.8	277.4	295.9	291.5	241.3	181.0	148.5	133.8	130.1	129.0
429.0	987.1	 1045	 1137	 1252	 1368	 1502	 1622	 1712	 1652	 1490	 1377	 1392	 1377	 1280	 1209	 1202	 1223	 1256	 1285	 1300	 1235	 1069	828.3	640.8	543.1	494.0	475.2	464.2	457.4	458.2	465.7	471.1	467.5	455.8	442.8	431.8	430.1	430.2	394.2	337.8	289.7	265.4	269.1	296.1	292.9	240.9	182.3	150.9	136.6	132.2	130.3
432.0	916.4	959.3	 1046	 1155	 1260	 1381	 1495	 1577	 1527	 1374	 1277	 1287	 1269	 1179	 1111	 1103	 1122	 1147	 1174	 1185	 1129	980.4	763.9	594.9	506.2	462.4	444.3	435.3	429.8	428.4	437.0	444.0	439.5	429.0	419.9	410.7	408.1	408.4	379.6	325.9	284.1	260.1	258.7	288.3	293.4	243.7	182.6	153.5	139.3	133.3	130.7
435.0	837.2	870.2	956.6	 1045	 1150	 1261	 1357	 1425	 1388	 1251	 1164	 1175	 1159	 1077	 1010	 1005	 1018	 1038	 1062	 1076	 1025	889.7	701.3	548.5	467.3	426.8	410.3	403.0	396.4	398.2	404.4	410.9	410.2	400.6	390.0	384.3	383.4	383.5	358.1	312.6	273.5	252.6	248.9	271.3	282.0	243.6	185.2	154.5	140.3	134.2	130.0
438.0	752.4	789.4	865.3	941.2	 1031	 1130	 1217	 1284	 1241	 1124	 1043	 1053	 1040	968.9	914.6	907.4	921.9	939.5	956.2	970.5	921.1	801.0	634.0	499.1	428.1	392.2	378.4	369.6	364.8	367.0	372.3	377.7	375.4	369.2	362.3	355.6	355.8	356.3	333.0	292.9	260.2	242.0	236.6	253.4	259.8	233.7	187.8	155.9	139.7	133.4	130.0
441.0	673.3	711.0	782.8	841.8	921.1	 1004	 1082	 1139	 1107	999.6	931.1	935.5	928.3	864.5	823.5	821.3	830.5	845.8	860.0	867.8	828.0	722.0	571.3	454.1	391.2	358.2	345.1	336.5	333.0	333.5	338.7	344.3	342.4	337.7	333.4	328.1	326.2	327.4	306.6	272.8	243.6	228.3	223.5	236.4	237.8	216.0	184.2	158.7	139.0	132.0	128.1
444.0	606.6	640.2	704.4	756.7	822.4	893.7	962.5	 1011	981.3	890.2	826.8	833.9	825.5	777.9	742.1	742.4	751.3	758.9	774.0	781.1	740.9	646.5	514.2	411.3	355.0	325.8	312.9	306.0	301.9	304.4	308.7	312.5	313.0	309.4	306.1	301.9	299.5	300.8	282.9	253.6	228.7	214.3	210.9	220.1	220.4	197.2	173.3	159.3	141.9	131.5	125.6
447.0	542.5	574.6	636.5	677.4	740.1	802.4	857.5	901.4	874.1	794.9	737.0	742.6	736.9	700.8	674.8	674.1	679.6	684.3	695.5	700.7	666.9	584.9	468.2	372.9	325.8	298.8	286.8	280.4	277.4	278.2	283.3	286.6	287.7	284.3	281.8	278.4	275.5	275.0	260.7	238.0	215.7	203.1	199.4	207.4	205.5	184.3	161.0	152.9	144.7	133.1	123.9
450.0	495.7	520.0	571.3	605.6	657.1	711.6	766.2	795.4	774.4	703.7	657.0	657.2	659.2	628.6	606.1	606.2	613.7	615.5	622.1	624.6	594.3	522.4	420.5	338.7	295.0	272.6	260.5	256.0	251.4	254.1	257.2	259.9	261.6	259.1	258.2	255.9	255.0	253.6	242.1	219.7	202.5	191.9	188.6	194.3	192.7	174.0	152.0	141.7	139.8	135.3	123.8
453.0	452.3	470.1	518.5	549.3	599.2	642.3	686.9	718.0	696.8	635.0	593.8	595.1	594.7	571.8	553.1	553.7	559.9	558.6	564.1	564.9	536.4	470.7	382.4	309.6	270.3	251.7	240.8	235.3	233.1	233.4	237.3	239.4	241.1	240.2	240.1	238.3	236.5	236.7	226.5	208.1	193.1	184.2	181.1	185.2	183.0	166.3	146.6	135.1	132.4	133.3	127.4
456.0	410.2	434.1	476.8	500.8	544.6	587.6	624.5	653.4	631.7	576.9	543.3	546.3	540.8	522.8	507.3	508.8	510.7	510.2	511.8	511.5	487.0	428.7	349.5	285.6	249.8	231.6	223.6	218.5	216.8	217.3	220.0	224.2	225.1	224.6	224.8	223.6	223.2	222.7	215.3	199.9	184.8	177.4	174.0	177.6	176.2	161.1	143.5	131.3	125.8	127.0	128.4
459.0	379.2	394.3	438.3	459.7	497.3	532.4	568.3	591.4	573.1	527.8	496.5	495.7	495.9	475.9	463.6	466.2	468.6	463.5	462.6	460.0	440.0	387.0	317.6	261.6	231.5	214.1	208.1	202.6	200.7	202.1	205.2	207.8	210.3	210.1	210.4	210.0	210.4	210.3	203.5	190.6	178.2	171.1	167.8	171.2	169.0	155.6	139.6	129.0	122.2	120.0	121.2
462.0	349.5	364.2	398.4	420.5	457.0	485.4	516.5	534.6	521.2	480.7	451.5	455.0	453.5	433.7	426.4	429.4	430.4	424.9	421.3	417.8	398.5	353.5	291.0	239.5	213.8	199.6	192.5	187.2	185.8	187.4	191.7	194.4	195.5	196.1	197.3	198.1	198.9	198.9	192.1	181.3	171.3	165.2	162.8	163.7	161.5	149.8	135.3	126.1	119.3	115.3	113.6
465.0	320.6	335.4	364.4	384.9	410.7	443.2	469.8	486.0	475.4	438.3	414.9	415.7	418.6	400.1	392.3	394.5	395.7	390.3	384.0	379.7	359.9	320.6	266.0	219.8	198.7	184.3	178.3	174.0	173.1	174.8	178.4	181.3	182.5	183.6	185.5	186.5	187.2	187.3	181.9	173.3	163.5	158.2	156.4	158.0	155.6	144.3	131.4	123.1	116.7	112.8	108.3
468.0	290.6	309.2	335.9	350.9	377.1	399.4	422.4	440.0	429.3	396.0	377.2	379.6	379.5	366.8	358.3	363.3	361.8	354.9	346.8	343.9	324.3	288.8	243.0	200.3	182.1	170.3	164.0	161.2	159.5	161.4	163.8	167.0	168.5	170.6	172.8	173.1	174.0	174.0	169.6	162.2	155.5	151.0	148.5	148.8	147.3	137.2	126.1	118.2	112.5	109.4	104.4
